,pos_x,pscale
0,0.0,1.0
1,0.37541666626930237,0.9705866575241089
2,0.7508333325386047,0.9411733150482178
3,1.1262500286102295,0.9117599129676819
4,1.5016666650772095,0.8823465704917908
5,1.8770833015441895,0.8529332280158997
6,2.252500057220459,0.8235198855400085
7,2.6279165744781494,0.7941064834594727
8,3.003333330154419,0.7646931409835815
9,3.3787500858306885,0.7352797389030457
10,3.754166603088379,0.7058663964271545
11,4.129583358764648,0.6764530539512634
12,4.505000114440918,0.6470397114753723
13,4.8804168701171875,0.6176263689994812
14,5.255833148956299,0.5882129669189453
15,5.631249904632568,0.5587996244430542
16,6.006666660308838,0.5293862819671631
17,6.382083415985107,0.4999729096889496
18,6.757500171661377,0.4705595374107361
19,7.132916450500488,0.44114619493484497
20,7.508333206176758,0.41173282265663147
21,7.883749961853027,0.38231950998306274
22,8.259166717529297,0.35290613770484924
23,8.634583473205566,0.32349276542663574
24,9.010000228881836,0.29407942295074463
